,author,co-author,doi,co-author_list,title
547,"Behrmann, Marlene","['Kim, Jiye G.']",['10.1523/JNEUROSCI.0640-15.2015'],"{'Kim, Jiye G.'}",['A Neural Basis for Developmental Topographic Disorientation']
548,"de Quervain, Dominique J. -F.","['Luksys, Gediminas']",['10.1073/pnas.1500860112'],"{'Luksys, Gediminas'}",['Computational dissection of human episodic memory reveals mental process-specific genetic profiles']
549,"Egner, Tobias","['Chiu, Yu-Chin']",['10.1523/JNEUROSCI.0519-15.2015'],"{'Chiu, Yu-Chin'}",['Inhibition-Induced Forgetting Results from Resource Competition between Response Inhibition and Memory Encoding Processes']
550,"Fried, Itzhak","['Suthana, Nanthia A.']",['10.1073/pnas.1423036112'],"{'Suthana, Nanthia A.'}",['Specific responses of human hippocampal neurons are associated with better memory']
551,"Sommer, Tobias","['Bayer, Janine']",['10.1016/j.psyneuen.2015.03.011'],"{'Bayer, Janine'}",['The effect of estrogen synthesis inhibition on hippocampal memory']
552,"Yamaguchi, Yoko","['Mizuhara, Hiroaki']",['10.1016/j.neuroimage.2015.02.019'],"{'Mizuhara, Hiroaki'}",['Cortical networks dynamically emerge with the interplay of slow and fast oscillations for memory of a natural scene']
553,"Amso, Dima","['Markant, Julie']",['10.1016/j.nlm.2015.02.006'],"{'Markant, Julie'}",['Not all attention orienting is created equal: Recognition memory is enhanced when attention orienting involves distractor suppression']
554,"Simpson, H. Blair","['Marsh, Rachel']",['10.1176/appi.ajp.2014.13121700'],"{'Marsh, Rachel'}",['Reward-Based Spatial Learning in Unmedicated Adults With Obsessive-Compulsive Disorder']
555,"Wenderoth, Nicole","['Woolley, Daniel G.', 'Op de Beeck, Hans P.']","['10.1002/hbm.22700', '10.3389/fnins.2013.00078']","{'Woolley, Daniel G.', 'Op de Beeck, Hans P.'}","['Virtual Water Maze Learning in Human Increases Functional Connectivity Between Posterior Hippocampus and Dorsal Caudate', ""Combinatorial brain decoding of people's whereabouts during visuospatial navigation""]"
556,"Xue, Gui","['Lu, Yi']",['10.1016/j.cub.2015.01.055'],"{'Lu, Yi'}",['Spatiotemporal Neural Pattern Similarity Supports Episodic Memory']
557,"Chepesiuk, Alexander","['Buchsbaum, Bradley R.']",['10.1523/JNEUROSCI.2999-14.2015'],"{'Buchsbaum, Bradley R.'}","['Recency, Repetition, and the Multidimensional Basis of Recognition Memory']"
558,"Dudai, Yadin","['Ludmer, Rachel', 'Ben-Yakov, Aya']","['10.1002/hipo.22369', '10.1523/JNEUROSCI.1892-14.2014']","{'Ludmer, Rachel', 'Ben-Yakov, Aya'}","['The Naive and the Distrustful: State Dependency of Hippocampal Computations in Manipulative Memory Distortion', 'Shifting Gears in Hippocampus: Temporal Dissociation between Familiarity and Novelty Signatures in a Single Event']"
559,"O'Sullivan, Michael J.","['Ray, Nicola J.', 'Metzler-Baddeley, Claudia']","['10.1523/JNEUROSCI.3617-14.2015', '10.1523/JNEUROSCI.2317-11.2011']","{'Ray, Nicola J.', 'Metzler-Baddeley, Claudia'}","['Cholinergic Basal Forebrain Structure Influences the Reconfiguration of White Matter Connections to Support Residual Memory in Mild Cognitive Impairment', 'Frontotemporal Connections in Episodic Memory and Aging: A Diffusion MRI Tractography Study']"
560,"Thaler, Lore","['Fiehler, Katja']",['10.1163/22134808-00002491'],"{'Fiehler, Katja'}",['Neural Correlates of Human Echolocation of Path Direction During Walking']
561,"Gong, Qiyong","['Li, Kaiming']",['10.1038/sdata.2015.44'],"{'Li, Kaiming'}",['A multimodal MRI dataset of professional chess players']
562,"Salmon, Eric","[""D'Argembeau, Arnaud""]",['10.1162/jocn_a_00680'],"{""D'Argembeau, Arnaud""}",['The Neural Basis of Temporal Order Processing in Past and Future Thought']
563,"Thiel, Christiane M.","['Li, Shijia']",['10.1007/s11682-013-9287-3'],"{'Li, Shijia'}",['Effects of acute psychosocial stress on neural activity to emotional and neutral faces in a face recognition memory paradigm']
564,"Small, Scott A.","['Brickman, Adam M.']",['10.1038/nn.3850'],"{'Brickman, Adam M.'}",['Enhancing dentate gyrus function with dietary flavanols improves cognition in older adults']
565,"Pietrini, Pietro","['Bernardi, Giulio']",['10.3389/fnhum.2014.00888'],"{'Bernardi, Giulio'}","[""It's not all in your car: functional and structural correlates of exceptional driving skills in professional racers""]"
566,"Assal, Frederic","['Allali, Gilles']",['10.1093/gerona/glt207'],"{'Allali, Gilles'}",['The Neural Basis of Age-Related Changes in Motor Imagery of Gait: An fMRI Study']
567,"Reiss, Allan L.","['Green, Tamar']",['10.1002/ajmg.b.32256'],"{'Green, Tamar'}",['Aberrant Parietal Cortex Developmental Trajectories in Girls With Turner Syndrome and Related Visual-Spatial Cognitive Development: A Preliminary Study']
568,"Kahana, Michael J.","['Burke, John F.']",['10.1523/JNEUROSCI.2654-13.2014'],"{'Burke, John F.'}",['Theta and High-Frequency Activity Mark Spontaneous Recall of Episodic Memories']
569,"Moll, Jorge","['Bado, Patricia']",['10.1002/hbm.22403'],"{'Bado, Patricia'}",['Functional dissociation of ventral frontal and dorsomedial default mode network components during resting state and emotional autobiographical recall']
570,"Poldrack, Russell A.","['Davis, Tyler']",['10.1523/JNEUROSCI.3376-13.2014'],"{'Davis, Tyler'}",['Global Neural Pattern Similarity as a Common Basis for Categorization and Recognition Memory']
571,"Kawashima, Ryuta","['Shigemune, Yayoi', 'Sugiura, Motoaki']","['10.1093/cercor/bhs415', '10.1016/j.neuroimage.2006.05.026']","{'Sugiura, Motoaki', 'Shigemune, Yayoi'}","['Remembering with Gains and Losses: Effects of Monetary Reward and Punishment on Successful Encoding Activation of Source Memories', 'Multiple brain networks for visual self-recognition with different sensitivity for motion and body part']"
572,"Montaldi, Daniela","['Kafkas, Alexandros']",['10.1002/hipo.22241'],"{'Kafkas, Alexandros'}","['Two separate, but interacting, neural systems for familiarity and novelty detection: A dual-route mechanism']"
573,"Avila, Cesar","['Clemente, Miriam']",['10.1093/iwc/iwt037'],"{'Clemente, Miriam'}",['An fMRI Study to Analyze Neural Correlates of Presence during Virtual Reality Experiences']
574,"Yarkoni, Tal","['Andrews-Hanna, Jessica R.']",['10.1016/j.neuroimage.2014.01.032'],"{'Andrews-Hanna, Jessica R.'}","['Contributions of episodic retrieval and mentalizing to autobiographical thought: Evidence from functional neuroimaging, resting-state connectivity, and fMRI meta-analyses']"
575,"Malach, Rafael","['Salomon, Roy']",['10.1002/hbm.22268'],"{'Salomon, Roy'}",['Deconstructing the Default: Cortical subdivision of the Default Mode/Intrinsic System During Self-Related Processing']
576,"Kensinger, Elizabeth A.","['Ford, Jaclyn Hennessey']",['10.1162/jocn_a_00529'],"{'Ford, Jaclyn Hennessey'}",['Effects of Emotion and Emotional Valence on the Neural Correlates of Episodic Memory Search and Elaboration']
577,"Baciu, Monica","['Gomez, Alice']",['10.3389/fnhum.2014.00150'],"{'Gomez, Alice'}","['Differential hippocampal and retrosplenial involvement in egocentric-updating, rotation, and allocentric processing during online spatial encoding: an fMRI study']"
578,"Bastin, Christine","['Genon, Sarah']",['10.1016/j.cortex.2013.06.009'],"{'Genon, Sarah'}","[""Cognitive and neuroimaging evidence of impaired interaction between self and memory in Alzheimer's disease""]"
579,"Castelo-Branco, Miguel","['Duarte, Isabel Catarina']",['10.1371/journal.pone.0086213'],"{'Duarte, Isabel Catarina'}",['Anterior/Posterior Competitive Deactivation/Activation Dichotomy in the Human Hippocampus as Revealed by a 3D Navigation Task']
580,"Petrosini, Laura","['Palermo, Liana']",['10.1037/neu0000021'],"{'Palermo, Liana'}",['I Find My Way in a Maze But Not in My Own Territory! Navigational Processing in Developmental Topographical Disorientation']
581,"Jagust, William J.","['Oh, Hwamee']",['10.1523/JNEUROSCI.2775-13.2013'],"{'Oh, Hwamee'}",['Frontotemporal Network Connectivity during Memory Encoding Is Increased with Aging and Disrupted by Beta-Amyloid']
582,"Soderlund, Hedvig","['Persson, Jonas']",['10.1016/j.bbr.2013.07.050'],"{'Persson, Jonas'}",['Remembering our origin: Gender differences in spatial memory are reflected in gender differences in hippocampal lateralization']
583,"Lepore, Franco","['Voss, Patrice']",['10.1186/1471-2202-14-113'],"{'Voss, Patrice'}",['Assessment of the caudate nucleus and its relation to route learning in both congenital and late blind individuals']
584,"Duezel, Emrah","['Wittmann, Bianca C.', 'Wittmann, Bianca C.', 'Schott, Bjoern H.']","['10.1016/j.neuropsychologia.2013.09.031', '10.1016/j.neuropsychologia.2013.07.018', '10.1371/journal.pone.0015984']","{'Schott, Bjoern H.', 'Wittmann, Bianca C.'}","['Reprint of: DAT genotype modulates striatal processing and long-term memory for items associated with reward and punishment', 'DAT genotype modulates striatal processing and long-term memory for items associated with reward and punishment', 'Genetic Variation of the Serotonin 2a Receptor Affects Hippocampal Novelty Processing in Humans']"
585,"Stark, Craig E. L.","['Stark, Shauna M.', 'Yassa, Michael A.', 'Bakker, Arnold']","['10.1016/j.neuropsychologia.2012.12.014', '10.1073/pnas.1101567108', '10.1126/science.1152882']","{'Bakker, Arnold', 'Stark, Shauna M.', 'Yassa, Michael A.'}","['A task to assess behavioral pattern separation (BPS) in humans: Data from healthy aging and mild cognitive impairment', 'Age-related memory deficits linked to circuit-specific disruptions in the hippocampus', 'Pattern separation in the human hippocampal CA3 and dentate gyrus']"
586,"Fernandez, Guillen","['van Marle, Hein J. F.', 'Qin, Shaozheng', 'Meulenbroek, Olga']","['10.1016/j.psyneuen.2013.01.009', '10.1523/JNEUROSCI.2587-10.2011', '10.1016/j.brainres.2009.12.011']","{'van Marle, Hein J. F.', 'Qin, Shaozheng', 'Meulenbroek, Olga'}","['The effect of exogenous cortisol during sleep on the behavioral and neural correlates of emotional memory consolidation in humans', 'Subjective Sense of Memory Strength and the Objective Amount of Information Accurately Remembered Are Related to Distinct Neural Correlates at Encoding', 'Age-effects on associative object-location memory']"
587,"Konishi, Seiki","['Hirose, Satoshi']",['10.1371/journal.pone.0071210'],"{'Hirose, Satoshi'}",['Dissociable Temporo-Parietal Memory Networks Revealed by Functional Connectivity during Episodic Retrieval']
588,"Henson, Richard N.","['Staresina, Bernhard P.', 'Staresina, Bernhard P.']","['10.1523/JNEUROSCI.1987-13.2013', '10.1038/nn.3154']","{'Staresina, Bernhard P.'}","['Reversible Information Flow across the Medial Temporal Lobe: The Hippocampus Links Cortical Modules during Memory Retrieval', 'Memory signals are temporally dissociated in and across human hippocampus and perirhinal cortex']"
589,"Finkelmeyer, Andreas","['Nilsson, Jonna']",['10.1162/jocn_a_00396'],"{'Nilsson, Jonna'}",['Negative BOLD Response in the Hippocampus during Short-term Spatial Memory Retrieval']
590,"Roeder, Brigitte","['Hoetting, Kirsten']",['10.1186/1471-2202-14-73'],"{'Hoetting, Kirsten'}",['Effects of a cognitive training on spatial learning and associated functional brain activations']
591,"Irle, Eva","['Weniger, Godehard', 'Weniger, Godehard', 'Weniger, Godehard', 'Weniger, Godehard']","['10.1016/j.pscychresns.2012.11.004', '10.1016/j.nlm.2009.08.003', '10.1016/j.neuropsychologia.2008.08.018', '10.1111/j.1460-9568.2006.05108.x']","{'Weniger, Godehard'}","['Egocentric virtual maze learning in adult survivors of childhood abuse with dissociative disorders: Evidence from functional magnetic resonance imaging', 'The human parahippocampal cortex subserves egocentric spatial learning during navigation in a virtual maze', 'Egocentric memory impaired and allocentric memory intact as assessed by virtual reality in subjects with unilateral parietal cortex lesions', 'Posterior parahippocampal gyrus lesions in the human impair egocentric learning in a virtual environment']"
592,"Ekstrom, Arne","['Zhang, Hui']",['10.1002/hbm.21494'],"{'Zhang, Hui'}",['Human neural systems underlying rigid and flexible forms of allocentric spatial representation']
593,"Markowitsch, Hans J.","['Risius, Uda-Mareke']",['10.3389/fnbeh.2013.00024'],"{'Risius, Uda-Mareke'}","['Retrieval, monitoring, and control processes: a 7 Tesla fMRI approach to memory accuracy']"
594,"Cabeza, R.","['Daselaar, S. M.']",['10.3389/fnhum.2013.00038'],"{'Daselaar, S. M.'}",['Resting- state functionl connectivity of ventral parietal regions associated with attention reorienting and episodic recollection']
595,"D'Hooge, Rudi","['Woolley, Daniel G.']",['10.1073/pnas.1217832110'],"{'Woolley, Daniel G.'}",['Homologous involvement of striatum and prefrontal cortex in rodent and human water maze learning']
596,"Brewer, James B.","['Reas, Emilie T.']",['10.1162/jocn_a_00335'],"{'Reas, Emilie T.'}",['Retrieval Search and Strength Evoke Dissociable Brain Activity during Episodic Memory Recall']
597,"Ryan, Lee R.","['Nadel, Lynn']",['10.1162/jocn_a_00313'],"{'Nadel, Lynn'}",['Spatial Cognition and the Hippocampus: The Anterior-Posterior Axis']
598,"Alink, Arjen","['Staresina, Bernhard P.']",['10.1523/JNEUROSCI.4156-12.2012'],"{'Staresina, Bernhard P.'}",['Episodic Reinstatement in the Medial Temporal Lobe']
599,"Robaey, Philippe","['Bohbot, Veronique D.']",['10.3389/fnagi.2012.00028'],"{'Bohbot, Veronique D.'}",['Virtual navigation strategies from childhood to senescence: evidence for changes across the life span']
600,"Lee, Tatia M. C.","['Chan, Chetwyn C. H.']",['10.1002/hbm.21395'],"{'Chan, Chetwyn C. H.'}",['Cross auditory-spatial learning in early-blind individuals']
601,"Macaluso, Emiliano","['Kwok, Sze Chai']",['10.1016/j.neuropsychologia.2012.07.025'],"{'Kwok, Sze Chai'}",['Functional anatomy of temporal organisation and domain-specificity of episodic memory retrieval']
602,"Vaina, L. M.","['Calabro, F. J.']",['10.1007/s00221-012-3159-8'],"{'Calabro, F. J.'}",['Interaction of cortical networks mediating object motion detection by moving observers']
603,"Nestor, Peter J.","['Pengas, George']",['10.3389/fnagi.2012.00017'],"{'Pengas, George'}","[""The relationship of topographical memory performance to regional neurodegeneration in Alzheimer's disease""]"
604,"Mast, F. W.","['Lopez, C.']",['10.1016/j.neuroscience.2012.03.028'],"{'Lopez, C.'}",['THE HUMAN VESTIBULAR CORTEX REVEALED BY COORDINATE-BASED ACTIVATION LIKELIHOOD ESTIMATION META-ANALYSIS']
605,"Ptito, Maurice","['Gagnon, Lea', 'Kupers, Ron']","['10.1016/j.neuropsychologia.2012.03.022', '10.1073/pnas.1006199107']","{'Gagnon, Lea', 'Kupers, Ron'}","['Activation of the hippocampal complex during tactile maze solving in congenitally blind subjects', 'Neural correlates of virtual route recognition in congenital blindness']"
606,"Suchan, Boris","['Pustina, Dorian']",['10.1016/j.bbr.2011.12.034'],"{'Pustina, Dorian'}","['Human memory manipulated: Dissociating factors contributing to MTL activity, an fMRI study']"
607,"Eden, Guinevere F.","['Weisberg, Jill']",['10.1016/j.neuroimage.2011.12.031'],"{'Weisberg, Jill'}",['Cortical plasticity for visuospatial processing and object recognition in deaf and hearing signers']
608,"Agato, Alvin","['Burton, Harold']",['10.1016/j.brainres.2011.12.032'],"{'Burton, Harold'}",['Recognition memory for Braille or spoken words: An fMRI study in early blind']
609,"Woods, Steven Paul","['Schweinsburg, Brian C.']",['10.1007/s13365-011-0072-z'],"{'Schweinsburg, Brian C.'}",['Altered prefronto-striato-parietal network response to mental rotation in HIV']
610,"Thesen, Thomas","['Butler, Tracy']",['10.1017/S1355617711001421'],"{'Butler, Tracy'}",['Volume of the Human Septal Forebrain Region Is a Predictor of Source Memory Accuracy']
611,"Squire, Larry R.","['Smith, Christine N.', 'Song, Zhuang']","['10.1523/JNEUROSCI.3438-11.2011', '10.1523/JNEUROSCI.3012-11.2011']","{'Smith, Christine N.', 'Song, Zhuang'}","['The Hippocampus Supports Both Recollection and Familiarity When Memories Are Strong', 'Medial Temporal Lobe Function and Recognition Memory: A Novel Approach to Separating the Contribution of Recollection and Familiarity']"
612,"Shelton, Amy L.","['Marchette, Steven A.']",['10.1523/JNEUROSCI.3634-11.2011'],"{'Marchette, Steven A.'}",['Cognitive Mappers to Creatures of Habit: Differential Engagement of Place and Response Learning Mechanisms Predicts Human Navigational Behavior']
613,"Sturm, Walter","['Weis, Susanne']",['10.1002/hbm.21126'],"{'Weis, Susanne'}",['Dynamic Changes in Functional Cerebral Connectivity of Spatial Cognition During the Menstrual Cycle']
614,"Yurgelun-Todd, Deborah A.","['Sneider, Jennifer Tropp']",['10.2466/04.22.24.27.PMS.113.5.461-480'],"{'Sneider, Jennifer Tropp'}",['A PRELIMINARY STUDY OF SEX DIFFERENCES IN BRAIN ACTIVATION DURING A SPATIAL NAVIGATION TASK IN HEALTHY ADULTS']
615,"Hurlemann, R.","['Kukolja, J.']",['10.1017/S0033291711000183'],"{'Kukolja, J.'}",['Noradrenergic-glucocorticoid modulation of emotional memory encoding in the human hippocampus']
616,"LaBar, Kevin S.","['Dennis, Nancy A.']",['10.1002/hipo.20809'],"{'Dennis, Nancy A.'}",['Brain-Derived Neurotrophic Factor Val66Met Polymorphism and Hippocampal Activation During Episodic Encoding and Retrieval Tasks']
617,"Kanwisher, Nancy","['Dilks, Daniel D.']",['10.1523/JNEUROSCI.1935-11.2011'],"{'Dilks, Daniel D.'}",['Mirror-Image Sensitivity and Invariance in Object and Scene Processing Pathways']
618,"Foucher, J. R.","['Detour, J.']",['10.1016/j.brainres.2011.05.024'],"{'Detour, J.'}",['Prefrontal cortex recruitment during naturalistic remote memory: A factorial block-event fMRI study']
619,"Giudice, Nicholas A.","['Wolbers, Thomas']",['10.1016/j.cub.2011.04.038'],"{'Wolbers, Thomas'}",['Modality-Independent Coding of Spatial Layout in the Human Brain']
620,"Yonelinas, Andrew P.","['Ekstrom, Arne D.']",['10.1016/j.neuroimage.2011.02.033'],"{'Ekstrom, Arne D.'}",['Dissociable networks involved in spatial and temporal order source retrieval']
621,"Hamann, Stephan","['Parent, Marise B.']",['10.1016/j.neuropsychologia.2011.02.013'],"{'Parent, Marise B.'}",['Glucose administration enhances fMRI brain activation and connectivity related to episodic memory encoding for neutral and emotional stimuli']
622,"Oliva, Aude","['Park, Soojin']",['10.1523/JNEUROSCI.3885-10.2011'],"{'Park, Soojin'}",['Disentangling Scene Content from Spatial Boundary: Complementary Roles for the Parahippocampal Place Area and Lateral Occipital Complex in Representing Real-World Scenes']
623,"Johnson, Marcia K.","['Park, Soojin']",['10.1162/jocn.2009.21406'],"{'Park, Soojin'}",['Refreshing and Integrating Visual Scenes in Scene-selective Cortex']
624,"Nakamura, Katsuki","['Yokoyama, Osamu']",['10.1016/j.neures.2010.07.2041'],"{'Yokoyama, Osamu'}",['Right frontopolar cortex activity correlates with reliability of retrospective rating of confidence in short-term recognition memory performance']
625,"Sammer, Gebhard","['Toepper, Max']",['10.1016/j.brainres.2010.07.065'],"{'Toepper, Max'}",['Hippocampal involvement in working memory encoding of changing locations: An fMRI study']
626,"Newcombe, Nora S.","['Sutton, Jennifer E.']",['10.1037/a0019938'],"{'Sutton, Jennifer E.'}",['Spinning in the Scanner: Neural Correlates of Virtual Reorientation']
627,"Jansen, Clemens","['Janzen, Gabriele']",['10.1016/j.neuroimage.2010.03.083'],"{'Janzen, Gabriele'}",['A neural wayfinding mechanism adjusts for ambiguous landmark information']
628,"Dong, Qi","['Mei, Leilei']",['10.1016/j.neuroimage.2010.03.067'],"{'Mei, Leilei'}",['The visual word form area is involved in successful memory encoding of both words and faces']
629,"Peterson, Bradley S.","['Marsh, Rachel']",['10.1016/j.neuropsychologia.2010.05.033'],"{'Marsh, Rachel'}",['A virtual reality-based FMRI study of reward-based spatial learning']
630,"Tzourio-Mazoyer, Nathalie","['Mellet, Emmanuel']",['10.1002/hbm.20917'],"{'Mellet, Emmanuel'}",['Impact of the Virtual Reality on the Neural Representation of an Environment']
631,"Schacter, Daniel L.","['Giovanello, Kelly S.']",['10.1162/jocn.2009.21274'],"{'Giovanello, Kelly S.'}",['Age-related Neural Changes during Memory Conjunction Errors']
632,"Hopkins, Ramona O.","['Goodrich-Hunsaker, Naomi J.']",['10.1037/a0019193'],"{'Goodrich-Hunsaker, Naomi J.'}",['Spatial Memory Deficits in a Virtual Radial Arm Maze in Amnesic Participants With Hippocampal Damage']
633,"Wilding, Edward L.","['Greve, Andrea']",['10.1523/JNEUROSCI.0345-10.2010'],"{'Greve, Andrea'}",['Functional Neuroanatomy Supporting Judgments of When Events Occurred']
634,"Rubin, David C.","['Botzung, Anne']",['10.3389/fnhum.2010.00034'],"{'Botzung, Anne'}","['Component neural systems for the creation of emotional memories during free viewing of a complex, real-world event']"
635,"Konrad, Carsten","['Schoening, Sonja']",['10.1111/j.1743-6109.2009.01484.x'],"{'Schoening, Sonja'}",['Neuroimaging Differences in Spatial Cognition between Men and Male-to-Female Transsexuals Before and During Hormone Therapy']
636,"Pearlson, Godfrey D.","['Folley, Bradley S.']",['10.1016/j.neuroimage.2009.11.034'],"{'Folley, Bradley S.'}",['Anomalous neural circuit function in schizophrenia during a virtual Morris water task']
637,"Cappa, S. F.","['Manenti, R.']",['10.1007/s10548-009-0126-1'],"{'Manenti, R.'}",['The Neural Bases of Word Encoding and Retrieval: A fMRI-Guided Transcranial Magnetic Stimulation Study']
638,"Fell, Juergen","['Axmacher, Nikolai', 'Axmacher, Nikolai']","['10.1111/j.1460-9568.2009.07041.x', '10.1093/cercor/bhm084']","{'Axmacher, Nikolai'}","['Electrophysiological signature of working and long-term memory interaction in the human hippocampus', 'The role of sleep in declarative memory consolidation - Direct evidence by intracranial EEG']"
639,"Joels, Marian","['van Stegeren, Anda H.']",['10.1016/j.nlm.2009.08.004'],"{'van Stegeren, Anda H.'}",['Interacting noradrenergic and corticosteroid systems shift human brain activation patterns during encoding']
640,"Chun, Marvin M.","['Park, Soojin']",['10.1016/j.neuroimage.2009.04.058'],"{'Park, Soojin'}",['Different roles of the parahippocampal place area (PPA) and retrosplenial cortex (RSC) in panoramic scene perception']
641,"Jernigan, Terry L.","['Ramsoy, Thomas Z.']",['10.1016/j.neuroimage.2009.03.082'],"{'Ramsoy, Thomas Z.'}",['Regional activation of the human medial temporal lobe during intentional encoding of objects and positions']
642,"Bookheimer, Susan Y.","['Suthana, Nanthia A.', 'Ekstrom, Arne D.']","['10.1523/JNEUROSCI.0621-09.2009', '10.1101/lm.575107']","{'Suthana, Nanthia A.', 'Ekstrom, Arne D.'}","['Human Hippocampal CA1 Involvement during Allocentric Encoding of Spatial Information', 'Spatial and temporal episodic memory retrieval recruit dissociable functional networks in the human brain']"
643,"Thompson, Paul M.","['Lepore, Natasha']",['10.1016/j.neuroimage.2009.01.071'],"{'Lepore, Natasha'}",['Pattern of hippocampal shape and volume differences in blind subjects']
644,"Conturo, Thomas E.","['Smith, Charles D.']",['10.1002/jmri.21692'],"{'Smith, Charles D.'}",['MRI Diffusion Tensor Tracking of a New Amygdalo-Fusiform and Hippocampo-Fusiform Pathway System in Humans']
645,"Becker, Wolfgang","['Diekmann, Volker']",['10.1007/s00221-009-1753-1'],"{'Diekmann, Volker'}",['Deriving angular displacement from optic flow: a fMRI study']
646,"Kircher, Tilo","['Straube, Benjamin']",['10.1162/jocn.2009.21053'],"{'Straube, Benjamin'}",['Memory Effects of Speech and Gesture Binding: Cortical and Hippocampal Activation in Relation to Subsequent Memory Performance']
647,"Brandt, Thomas","['Jahn, Klaus']",['10.1111/j.1749-6632.2009.03770.x'],"{'Jahn, Klaus'}","['Human Hippocampal Activation during Stance and Locomotion fMRI Study on Healthy, Blind, and Vestibular-Loss Subjects']"
648,"Barton, Jason J. S.","['Iaria, Giuseppe']",['10.1016/j.neuropsychologia.2008.08.021'],"{'Iaria, Giuseppe'}",['Developmental topographical disorientation: Case one']
649,"Rugg, M. D.","['Duverne, S.']",['10.1016/j.neurobiolaging.2007.04.022'],"{'Duverne, S.'}",['Regional specificity of age effects on the neural correlates of episodic retrieval']
650,"Cohen, Neal J.","['Konkel, Alex']",['10.3389/neuro.09.015.2008'],"{'Konkel, Alex'}",['Hippocampal amnesia impairs all manner of relational memory']
651,"Cronin-Golomb, Alice","['Bogdanova, Yelena']",['10.1016/j.neuropsychologia.2008.05.029'],"{'Bogdanova, Yelena'}",['Mapping mental number line in physical space: Vertical and horizontal visual number line orientation in asymptomatic individuals with HIV']
652,"Peigneux, Philippe","['Rauchs, Geraldine', 'Rauchs, Geraldine']","['10.1371/journal.pone.0002949', '10.1002/hipo.20411']","{'Rauchs, Geraldine'}","['Sleep Modulates the Neural Substrates of Both Spatial and Contextual Memory Consolidation', 'Partially segregated neural networks for spatial and contextual memory in virtual navigation']"
653,"Dallapiccola, Bruno","['Bertolino, Alessandro']",['10.1016/j.biopsych.2008.02.001'],"{'Bertolino, Alessandro'}",['Epistasis between dopamine regulating genes identifies a nonlinear response of the human hippocampus during memory tasks']
654,"Davachi, L.","['Awipi, T.']",['10.1037/0278-7393.34.4.769'],"{'Awipi, T.'}",['Content-specific source encoding in the human medial temporal lobe']
655,"Grillon, Christian","['Cornwell, Brian R.']",['10.1523/JNEUROSCI.5001-07.2008'],"{'Cornwell, Brian R.'}",['Human hippocampal and parahippocampal theta during goal-directed spatial navigation predicts performance on a virtual Morris water maze']
656,"Georgopoulos, Apostolos P.","['Jerde, Trenton A.']",['10.1007/s00221-008-1318-8'],"{'Jerde, Trenton A.'}",['Ultra-high field parallel imaging of the superior parietal lobule during mental maze solving']
657,"Bronstein, Adolfo M.","['Seemungal, Barry M.']",['10.1016/j.neulet.2008.03.067'],"{'Seemungal, Barry M.'}",['Posterior parietal rTMS disrupts human Path Integration during a vestibular navigation task']
658,"Rosburg, Timm","['Ludowig, Eva']",['10.1162/jocn.2008.20507'],"{'Ludowig, Eva'}",['Intracranially recorded memory-related potentials reveal higher posterior than anterior hippocampal involvement in verbal encoding and retrieval']
659,"Astur, Robert S.","['Shipman, Seth L.']",['10.1016/j.bbr.2007.10.014'],"{'Shipman, Seth L.'}",['Factors affecting the hippocampal BOLD response during spatial memory']
660,"Manning, Lilianne","['Botzung, Anne']",['10.1016/j.bandc.2007.07.011'],"{'Botzung, Anne'}",['Experiencing past and future personal events: Functional neuroimaging evidence on the neural bases of mental time travel']
661,"van Turennout, Miranda","['Janzen, Gabriele', 'Janzen, Gabriele']","['10.1002/hipo.20364', '10.1093/cercor/bhl008']","{'Janzen, Gabriele'}","['Memory consolidation of landmarks in good navigators', 'Neural representation of navigational relevance is rapidly induced and long lasting']"
662,"Mayes, A. R.","['Holdstock, J. S.']",['10.1002/hipo.20427'],"{'Holdstock, J. S.'}",['Two case studies illustrating how relatively selective hippocampal lesions in humans can have quite different effects on memory']
663,"Daum, Irene","['Soei, Eleonore']",['10.1101/lm.757508'],"{'Soei, Eleonore'}",['Course of relational and non-relational recognition memory across the adult lifespan']
664,"Budson, Andrew E.","['Simons, Jon S.']",['10.1016/j.neuropsychologia.2007.07.024'],"{'Simons, Jon S.'}",['Is the parietal lobe necessary for recollection in humans?']
665,"Burgess, Paul W.","['Turner, Martha S.']",['10.1016/j.neuropsychologia.2007.12.029'],"{'Turner, Martha S.'}",['Distinct roles for lateral and medial rostral prefrontal cortex in source monitoring of perceived and imagined events']
666,"Maquet, Pierre","['Sterpenich, Virginie']",['10.1371/journal.pbio.0050282'],"{'Sterpenich, Virginie'}",['Sleep-related hippocampo-cortical interplay during emotional memory recollection']
667,"Zijdenbos, Alex P.","['Bohbot, Veronique D.']",['10.1523/JNEUROSCI.1763-07.2007'],"{'Bohbot, Veronique D.'}",['Gray matter differences correlate with spontaneous strategies in a human virtual navigation task']
668,"Gorno-Tempini, M. L.","['Deipolyi, A. R.']",['10.1212/01.wnl.0000271376.19515.c6'],"{'Deipolyi, A. R.'}",['Spatial cognition and the human navigation network in AD and MCI']
669,"Weststeijn, Cornelis G.","['Janzen, Gabriele']",['10.1016/j.brainres.2007.05.074'],"{'Janzen, Gabriele'}",['Neural representation of object location and route direction: An event-related fMRI study']
670,"Cataldo, Michael F.","['Schlund, Michael W.']",['10.1186/1744-9081-3-44'],"{'Schlund, Michael W.'}",['Occipitoparietal contributions to recognition memory: stimulus encoding prompted by verbal instructions and operant contingencies']
